CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:05:54.168   145   148 I C02c03/PARAM_WATCHER: [watcher_manager.cpp:72]Add remote watcher remoteWatcherId 59 3857 success
CST 2026-07-17 20:05:54.168   145   148 I C02c03/PARAM_WATCHER: SendLocalChange start keyPrefix persist.hdc.jdwp remoteWatcherId 59
CST 2026-07-17 20:05:54.168   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:54.169   611   930 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:54.170  3857  3857 I C03f00/ArkCompiler: [compiler] __jit_debug_register_code() is called.
CST 2026-07-17 20:05:54.170  3857  3857 I C03f00/ArkCompiler: [compiler] success to register stub.an to debugger.
CST 2026-07-17 20:05:54.171  3857  4321 I C01317/AppKit: [DRH373]success to create /data/storage/el2/base/cache/rawheap
CST 2026-07-17 20:05:54.171  3857  3857 W C01e00/ResourceManager: update userId, currentUserId_= 0, userId= 100
CST 2026-07-17 20:05:54.171  3857  3857 E C01e00/ResourceManager: LoadThemesRes failed, userId = 100, bundleName = cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:05:54.171  3857  3857 W C01e00/ResourceManager: theme resources will clean, id 100
CST 2026-07-17 20:05:54.171  3857  4316 W C01653/NativePreferences: LoadFromDisk: The settingXml /***/el1/***/i18*** load failed.
CST 2026-07-17 20:05:54.172   145   148 I C02c03/PARAM_WATCHER: [watcher_manager.cpp:187]Add watcher persist.hdc.jdwp remoteWatcherId: 59 groupId 101 success
CST 2026-07-17 20:05:54.172  3857  4327 I C02c03/PARAM_WATCHER: Add watcher keyPrefix persist.hdc.jdwp remoteWatcherId 59 success
CST 2026-07-17 20:05:54.173   728  1043 W C011fc/BMSExt: [IsTargetApp:729]bundleName or appIdentifier is empty
CST 2026-07-17 20:05:54.173   728  1043 I C011fc/BMSExt: [GetBundleInfo:523]GetBundleInfo ret 0
CST 2026-07-17 20:05:54.173   728  1043 I C011fc/BMSExt: [GetCompatibleDeviceType:65]calc deviceType bundleName: cn.alfadb.netbird.e3vpnb, deviceType: 
CST 2026-07-17 20:05:54.173  3857  3857 E C01301/CompatiblePolicyDeviceType: [calculateResourceType:81]deviceType is empty.
CST 2026-07-17 20:05:54.174  3857  3857 W C01301/Ability: [resource_config_helper.cpp183]invalid source:
CST 2026-07-17 20:05:54.174  3857  3857 W C01301/Ability: [resource_config_helper.cpp183]invalid source:
CST 2026-07-17 20:05:54.174  3857  3857 I C01317/AppKit: [application_cleaner.cpp94]ClearTempData
CST 2026-07-17 20:05:54.181  4330  4330 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4330 2000 2000] failed
CST 2026-07-17 20:05:54.181  4330  4330 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4330 2000 2000] failed
CST 2026-07-17 20:05:54.181  4330  4330 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:54.184  3857  3857 I C02d06/XCollie: Application is in starting period.
CST 2026-07-17 20:05:54.184  3857  3857 I C01317/AppKit: [MTHRD2688]NotifyApplicationPreAbilityCreate
CST 2026-07-17 20:05:54.189  4330  4330 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4330 2000 2000] failed
CST 2026-07-17 20:05:54.189  4330  4330 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [4330 2000 2000] failed
CST 2026-07-17 20:05:54.189  4330  4330 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:05:54.190  3857  3857 I C01317/AppKit: [JAS193]LoadModule
CST 2026-07-17 20:05:54.191  3857  3857 W C01317/AppKit: [JAS966]null stage
CST 2026-07-17 20:05:54.191  3857  3857 W C01317/AppKit: [JAS236]Not found AbilityStage.js
CST 2026-07-17 20:05:54.191  3857  3857 I C01317/AppKit: [OH_APP424]OnAboutToCreateAbility
CST 2026-07-17 20:05:54.191  3857  3857 W C01317/AppKit: [JAS331]Not found AbilityStage.js
CST 2026-07-17 20:05:54.192   728  1043 E C01336/AMS: [ABR3442]SetAppRecoveryFlag:65535
CST 2026-07-17 20:05:54.192  3857  3857 I C03f00/ArkCompiler: [ecmascript] start to execute module buffer with secure memory: /data/storage/el1/bundle/entry/ets/entryability/EntryAbility.abc
CST 2026-07-17 20:05:54.192  3857  4323 I C03f00/ArkCompiler: [pgo] will save profiler to file /data/storage/ark-profile/rt_entry.ap
CST 2026-07-17 20:05:54.192  3857  3857 E C03f00/ArkCompiler: [common] Can not open xpm proc file, do not check secure memory anymore.
CST 2026-07-17 20:05:54.193  3857  3857 I C01320/JsEnv: [JSENV299]timing: 1
CST 2026-07-17 20:05:54.194  3857  3857 I C01320/JSENV: Callee constructor is OK string
CST 2026-07-17 20:05:54.194  3857  3857 I C01320/JSENV: Ability::constructor callee is object [object Object]
CST 2026-07-17 20:05:54.194  3857  3857 I C03f00/ArkCompiler: [ecmascript] start to execute ark buffer with secure memory use file: /data/storage/el1/bundle/entry/ets/modules.abc, entrypoint: @bundle:cn.alfadb.netbird.e3vpnb/entry/build/generated/r/ResourceTable
CST 2026-07-17 20:05:54.196  3857  3857 I C01332/UIAbility: [ui_ability_thread.cpp173]Lifecycle:Attach
CST 2026-07-17 20:05:54.196   728  1043 I C01336/AMS: [ABMS7238]AttachAbilityThread
CST 2026-07-17 20:05:54.196   728  1043 I C01336/AMS: [UALM538]lifecycle name: EntryAbility
CST 2026-07-17 20:05:54.196   728  1043 I C01336/AMS: [ABR556]RemoveLoadTimeoutTask:40
CST 2026-07-17 20:05:54.197   728  4257 I C01311/AppMS: [ARR938]appState: 1, pState: 0, cn.alfadb.netbird.e3vpnb/EntryAbility
CST 2026-07-17 20:05:54.197  3857  3857 I C01317/AppKit: [MTHRD2864]called
CST 2026-07-17 20:05:54.197  3857  3857 I C03f00/ArkCompiler: [gc] app is not inBackground
CST 2026-07-17 20:05:54.204  3857  3857 E C01707/CONCUR: [Interface] task 4323 apply qos failed, errno = 4
CST 2026-07-17 20:05:54.211  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:05:54.211  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:05:54.211  3857  3857 E C01707/CONCUR: [Interface] task 4324 apply qos failed, errno = 4
CST 2026-07-17 20:05:54.218  3857  3857 E C01707/CONCUR: [Interface] task 4325 apply qos failed, errno = 4
CST 2026-07-17 20:05:54.219   815   903 I C02b91/AVSession: [HandleAppStateChanged]uid=20020063|pid=3857|state=2
CST 2026-07-17 20:05:54.219   210   210 I C02b83/AudioServiceAppStateListener: [OnAppStateChanged]app state changed, bundleName=cn.alfadb.netbird.e3vpnb uid=20020063 pid=3857 state=2
CST 2026-07-17 20:05:54.219   728  4258 I C01357/ProcessMgr: [ARR1096]ability size: 1
CST 2026-07-17 20:05:54.219   210   210 W C02b8b/DfxMsgManager: [UpdateAppState]discard unstarted audio stream app state
CST 2026-07-17 20:05:54.219   728  4258 I C01311/AppMS: [module_running_record.cpp194]change from 1 to 2. bundle: cn.alfadb.netbird.e3vpnb, ability: EntryAbility.
CST 2026-07-17 20:05:54.219   728  4258 I C01336/AMS: [ABMS8065]OnAbilityRequestDone cn.alfadb.netbird.e3vpnb-EntryAbility state:2
CST 2026-07-17 20:05:54.219   728  4260 W C01123/BMSCommon: uid(2000) invalid
CST 2026-07-17 20:05:54.219   728  4258 I C01336/AMS: [UALM592]Ability is cn.alfadb.netbird.e3vpnb/EntryAbility, start to foreground.
CST 2026-07-17 20:05:54.219   728  4258 I C01336/AMS: [ABR394]ForegroundLifecycle EntryAbility
CST 2026-07-17 20:05:54.219   728  4260 W C01123/BMSCommon: uid(2000) invalid
CST 2026-07-17 20:05:54.219   319   390 I C01f0b/Common: MsdpMovementManage ProcessEvent eventId=6
CST 2026-07-17 20:05:54.220   311   379 I C015b5/NetMgrEnhanced: uid=2******3, pid=3857, state=2, bundleName=cn.alfadb.netbird.e3vpnb, isFocused =0.
CST 2026-07-17 20:05:54.220   311  1527 I C015b5/NetMgrEnhanced: uid:20020063, pid:3857, state:2, isFocused:0, cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:05:54.220   728  4258 I C01311/AppMS: [AMSI2830]cn.alfadb.netbird.e3vpnb foregrounded pState: 1
CST 2026-07-17 20:05:54.220   309   538 I C01706/ueaServer-FrameMsgIntf: [a92ab81aa235bb5] ReportProcessInfo pid is 3857, uid is 20020063
CST 2026-07-17 20:05:54.220  1069  1180 I C01560/WifiFrameWork: OnForegroundApplicationChanged bundleName: cn.alfadb.netbird.e3vpnb, uid: 20020063, state: 2, isFocused: 0
CST 2026-07-17 20:05:54.220   309   538 I C01731/SUSPEND_MSG: [a92ab91aa235c78] 20020063_cn.alfadb.netbird.e3vpnb_3857, state:2
CST 2026-07-17 20:05:54.220   309   538 E C01724/TASK_DETECTION: [a92ab91aa235c78] [OnAppStateChanged:632]Task detection feature is not ready
CST 2026-07-17 20:05:54.220   309   538 I C01706/ueaServer-IntelliSenseServer: [a92ab81aa235bb5] Get app info:3857 20020063 cn.alfadb.netbird.e3vpnb 2
CST 2026-07-17 20:05:54.220   309   538 I C01705/IOLIMIT: [a92ab81aa235bb5] [(HandleAppStateChange):263] Add foreground list app uid: 20020063, pid: 3857.
CST 2026-07-17 20:05:54.220  1069  4197 I C01560/StaStateMachine: SeparatedState-msgCode=12324 received. m_instId=0
CST 2026-07-17 20:05:54.220  1069  4197 I C01560/StaStateMachine: InitState-msgCode=12324 is received. m_instId = 0
CST 2026-07-17 20:05:54.220  1069  4197 I C01560/StaStateMachine: ClosedState-msgCode=12324 is received. m_instId = 0
CST 2026-07-17 20:05:54.221   251   975 I C02801/AppStateObserver: [|39]Process state change app name:cn.alfadb.netbird.e3vpnb, uid:20020063, state:2
CST 2026-07-17 20:05:54.221   311  4283 I C015b5/NetMgrEnhanced: NotifyAbilityStateChanged:uid=2******3, pid=3857, state=2, abilityName=EntryAbility
CST 2026-07-17 20:05:54.221   251   975 I C02801/AppStateObserver: [|90]The foregroundAppData_.size():3
CST 2026-07-17 20:05:54.221   250   250 I C02699/MM: HandleProcessFgOrBg FG:p=3857,u=20020063,pName=cn.alfadb.netbird.e3vpnb,isKA=0
CST 2026-07-17 20:05:54.221   309   312 I C01710/BUNDLE_ACTIVE: [bundle_active_app_state_obsever.cpp(OnAbilityStateChanged):61]OnAblityStateChanged userid is 100, bundle name is cn.alfadb.netbird.e3vpnb, uid is 20020063, event is 2, timestamp is 132783
CST 2026-07-17 20:05:54.221  1069  1090 I C01560/WifiFrameWork: OnForegroundApplicationChanged bundleName: cn.alfadb.netbird.e3vpnb, uid: 20020063, state: 2, isFocused: 0
CST 2026-07-17 20:05:54.221   309  1535 I C01710/BUNDLE_ACTIVE: [bundle_active_bundle_mgr_helper.cpp(GetApplicationInfo):65]bundleMgr is null: 0 
CST 2026-07-17 20:05:54.222  1069  1537 E C01560/MultiLinkUtils: IsDeviceSupportMultiLink chipname is empty or doesn't exist, return unknown
CST 2026-07-17 20:05:54.222  1069  1537 E C01560/MultiLinkUtils: Chip type not suppoort MultiLink
CST 2026-07-17 20:05:54.222   163  1238 I C02d10/ProcessStatus: UpdateProcessForegroundState: pid=3857 state=FOREGROUND
CST 2026-07-17 20:05:54.222   250  4267 I C02699/MM: UpdatePriorityLocked FG: 3857, 20020063, 0, [], 00000
CST 2026-07-17 20:05:54.222   210   210 I C02b87/AudioBackgroundManager: [InsertIntoAppStatesMap]appStatesMap_ add pid: 3857 with hasSession: 0, isBack: 0, hasBackgroundTask: 0, isFreeze: 0, isSystem: 0
CST 2026-07-17 20:05:54.222   250  4267 I C02699/MM: HandleAppForeground appName=cn.alfadb.netbird.e3vpnb appId=20020063
CST 2026-07-17 20:05:54.222   250  4267 I C02699/MM: SwapInMemcg appId=20020063 userId=100 cost=79us
CST 2026-07-17 20:05:54.222  1069  4196 I C01560/StaStateMachine: SeparatedState-msgCode=12324 received. m_instId=0
CST 2026-07-17 20:05:54.222  1069  4196 I C01560/StaStateMachine: InitState-msgCode=12324 is received. m_instId = 0
CST 2026-07-17 20:05:54.222  1069  4196 I C01560/StaStateMachine: ClosedState-msgCode=12324 is received. m_instId = 0
CST 2026-07-17 20:05:54.222   916   916 I C04619/Publish: [system_ability_adapter.cpp:22]OnAbilityStateChanged# pid:3857, uid:20020063, bundleName:cn.alfadb.netbird.e3vpnb, abilityState:2, isFocused:0
CST 2026-07-17 20:05:54.222   916   916 I C04619/Publish: [system_ability_adapter.cpp:41]HandleAbilityStateChange# notify serviceName :OneTouchShare
CST 2026-07-17 20:05:54.222   916   916 I C04621/CFWKService: [dynamic_thread_pool.cpp:154]AddTask# pool = 1,idle/max threads = 1/64,groupId/GroupTask = 2/0
CST 2026-07-17 20:05:54.222   916   916 I C04619/Publish: [system_ability_adapter.cpp:48]HandleAbilityStateChange# add task: 1
CST 2026-07-17 20:05:54.222   916  1139 I C04621/CFWKService: [dynamic_thread_pool.cpp:310]WorkInThread# run--->task 9450305740236762762 run in thread 139642852544484
CST 2026-07-17 20:05:54.222   916  1139 I C04619/Publish: [system_ability_adapter.cpp:44]operator()# notify serviceName:OneTouchShare
CST 2026-07-17 20:05:54.223   309  1535 I C01710/BUNDLE_ACTIVE: [bundle_active_bundle_mgr_helper.cpp(GetApplicationInfo):65]bundleMgr is null: 0 
CST 2026-07-17 20:05:54.223   916  1139 I C04619/Common: [account_utils.cpp:26]GetForegroundAccountId# ret 0, the 100 account is foreground
CST 2026-07-17 20:05:54.223   309  1535 I C01710/BUNDLE_ACTIVE: [bundle_active_user_history.cpp(ReportUsage):220]RegisterAppGroupCallBack AppGroupCallbackInfo build success
CST 2026-07-17 20:05:54.223   309  1532 I C01710/BUNDLE_ACTIVE: [bundle_active_core.cpp(NotifOberserverGroupChanged):885]RegisterAppGroupCallBack will OnAppGroupChanged!,oldGroup is 60, newGroup is 10
CST 2026-07-17 20:05:54.224   728  4258 E C01311/AppMS: [AMSI6419]not uiextension. uiextension type: 255
CST 2026-07-17 20:05:54.224   728   979 I C01c30/SclockKit: [screenlock_system_ability.cpp(IsDeviceLocked:948)]IsDeviceLocked. userId=100, isDeviceLocked=0
CST 2026-07-17 20:05:54.224   916  1139 I C04619/Publish: [service_publish_manager.cpp:2247]IsSupportView# isLocked: 0, getLockedRes: 77856768, IsSceneRecent: 0
CST 2026-07-17 20:05:54.224   916  1139 I C04626/Motion: [motion_framework.cpp:230]IsMotionPlaying# motion is not playing
CST 2026-07-17 20:05:54.224   916  1139 I C04619/Publish: [service_publish_manager.cpp:2434]GetFocusWindowInfo# enter
CST 2026-07-17 20:05:54.224   916  1139 E C04619/Detect: [action_detect_manager.cpp:2330]LoadWindowStateLite# enter 10
CST 2026-07-17 20:05:54.224   916  1139 E C04621/CFWKService: [window_state_manager_lite.cpp:158]GetFocusWindowInfoLite# no enable
CST 2026-07-17 20:05:54.224   916  1139 I C04621/CFWKService: [window_state_manager_lite.cpp:93]Enable# enter
CST 2026-07-17 20:05:54.224   916  1139 W C04200/WindowManagerLite: RegisterFocusChangedListener: Listener is already registered.
CST 2026-07-17 20:05:54.224   309  1532 I C01712/WORK_SCHEDULER: [OnAppGroupChanged:39]Bundle group changed, from 60 to 10 with userId = 100, bundleName = cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:05:54.224   309  1532 I C01712/WORK_SCHEDULER: [AddGroup:134]activeGroupMap_ size 2
CST 2026-07-17 20:05:54.224   309  1532 E C01712/WORK_SCHEDULER: [OnAppGroupChanged:47]OnAppGroupChanged no work found, bundleName = cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:05:54.224  2205  2430 I C04207/WMSFocus: reply
CST 2026-07-17 20:05:54.224   916  1139 E C04621/CFWKService: [window_state_manager_lite.cpp:139]GetFocusWindowInfoInner# invalid pid -1 uid -1
CST 2026-07-17 20:05:54.224  3857  4315 I C01332/UIAbility: [ui_ability_thread.cpp321]name:EntryAbility,targeState:5,isNewWant:0
CST 2026-07-17 20:05:54.224   916  1139 E C04621/CFWKService: [window_state_manager_lite.cpp:106]Enable# Get FocusWindowInfoInner failed.
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:2438]GetFocusWindowInfo# WindowInfo pid: 2205, windowId: 10
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:2378]GetLatestPid# enter, windowId:10 sceneType:0
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:2354]GetLatestPublishInfo# get targetPid: -1
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3342]GetWinPublishListener# find windowId:10, pid:2205, sceneType:0
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3378]GetWinPublishListenerLocked# 10_2205_0 get listener failed
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3351]GetWinPublishListener# find using default windowId:-1
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3378]GetWinPublishListenerLocked# -1_2205_0 get listener failed
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:2378]GetLatestPid# enter, windowId:1 sceneType:0
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:2366]GetSCBLatestPublishInfo# get SCB scene targetPid: -1
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3342]GetWinPublishListener# find windowId:10, pid:2205, sceneType:0
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3378]GetWinPublishListenerLocked# 10_2205_0 get listener failed
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3351]GetWinPublishListener# find using default windowId:-1
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:3378]GetWinPublishListenerLocked# -1_2205_0 get listener failed
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Publish: [service_publish_manager.cpp:2346]GetFocusWindowPublishListener# get windowId:10, pid:2205, Exit
CST 2026-07-17 20:05:54.225   916  1139 I C04619/Detect: [action_detect_manager.cpp:131]UpdatePublishState# update : 0, old : 0
CST 2026-07-17 20:05:54.225   916  1139 I C04621/CFWKService: [dynamic_thread_pool.cpp:318]WorkInThread# end--->task 9450305740236762762 run in thread 139642852544484 cost 2 ms
CST 2026-07-17 20:05:54.225  3857  3857 I C01332/UIAbility: [ui_ability_thread.cpp240]Lifecycle:name EntryAbility
CST 2026-07-17 20:05:54.225  3857  3857 I C04201/DMS: AddDisplayIdFromAms: abilityToken and display[0] has been added.
CST 2026-07-17 20:05:54.226  3857  3857 W C04201/DMS: RegisterClientDeathListener: regis reverse death
CST 2026-07-17 20:05:54.226  3857  3857 I C04201/DMS: RegisterClientDeathListener: ENTER
CST 2026-07-17 20:05:54.226   728   979 I C04201/DMS: screen_session_manager.cpp RegisterClientDeathListener: pid: 3857, bundle name: cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:05:54.226   728   979 W C04201/DMS: screen_session.cpp: call BMS
CST 2026-07-17 20:05:54.226   728   979 I C04201/DMS: screen_session.cpp: pid:24, bundle:cn.alfadb.netbird.e3vpnb, api:24
CST 2026-07-17 20:05:54.227  3857  3857 I C01332/UIAbility: [JUA2036]JsUIAbility call js, name: onCreate
CST 2026-07-17 20:05:54.228  3857  3857 I A02900/E3VpnGate: ENTRY_ONCREATE|bundle=cn.alfadb.netbird.e3vpnb
CST 2026-07-17 20:05:54.229  3857  3857 I C01332/UIAbility: [JUA2081]end, name: onCreate, time: 1
CST 2026-07-17 20:05:54.229  3857  3857 E C01332/UIAbility: [ui_ability_impl.cpp314]hasSaveData_: false
CST 2026-07-17 20:05:54.229  3857  3857 W C01332/UIAbility: [JUA1223]formatRegex: []
CST 2026-07-17 20:05:54.229  3857  3857 I C04202/WMSMain: Init: WindowScene with window session!
CST 2026-07-17 20:05:54.229  3857  3857 I C04202/WMSMain: Init: set isModuleAbilityHookEnd
CST 2026-07-17 20:05:54.229  3857  3857 I C04204/WMSScb: RS multi-instance enabled: 1
CST 2026-07-17 20:05:54.229  3857  3857 I C01406/OHOS::RS: multi-instance, create RSUIContextManager, isMultiInstanceOpen_ 1
CST 2026-07-17 20:05:54.231   145   148 I C02c03/PARAM_WATCHER: SendLocalChange start keyPrefix persist.sys.graphic.animationscale remoteWatcherId 59
CST 2026-07-17 20:05:54.231   145   148 I C02c03/PARAM_WATCHER: [watcher_manager.cpp:187]Add watcher persist.sys.graphic.animationscale remoteWatcherId: 59 groupId 80 success
CST 2026-07-17 20:05:54.231  3857  3857 I C02c03/PARAM_WATCHER: Add watcher keyPrefix persist.sys.graphic.animationscale remoteWatcherId 59 success
CST 2026-07-17 20:05:54.231  3857  3857 I C04204/WMSScb: InitRSUIDirector: Create RSUIDirector: RSUIDirector's RSUIContext [token: 16565688860673, tid: 3857], rsUIContext: RSUIContext is null
CST 2026-07-17 20:05:54.232   285   285 E C01700/RSS: [a92abd1aa23866c] DeliverResource, PluginMgr resType 1002 no lib register!
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [ExecutorCheckTidIsInPid][Executor] ExecutorCheckTidIsInPid get reply is invalied
CST 2026-07-17 20:05:54.232   727   933 I C01406/RSClientToServiceConnection: CreateNodeAndSurface node id:16565688860674 name:e3vpnb0 surface id:3122441224224 name:e3vpnb0
CST 2026-07-17 20:05:54.232   309   539 I C01704/TagSched: [a92abd1aa23866c] [SetQosRealtimeTask]ThreadModifyQos,setQos 727 tid[933],  qos[7]
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [OpenQosCtrl]Failed to open qos_ctrl device
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [IsQosHandleOpen]get qosSetHandle_ fail
CST 2026-07-17 20:05:54.232   309   539 E C01704/TagSched: [a92abd1aa23866c] [SetQosInternal]qosSetHandle open fail
CST 2026-07-17 20:05:54.255   611   930 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:54.256   727   727 I C01406/RSClientToServiceConnection: CreateNodeAndSurface RegisterRenderNode id:16565688860674, name:e3vpnb0
CST 2026-07-17 20:05:54.256   611   615 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:54.256   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:54.258  3857  3857 W C01409/APS_MANAGER: redo Connect
CST 2026-07-17 20:05:54.258  3857  3857 I C01409/APS_MANAGER: Start to ConnectService
CST 2026-07-17 20:05:54.258  3857  3857 I C01409/APS_MANAGER: GetSystemAbilityManager success
CST 2026-07-17 20:05:54.258  3857  3857 I C01409/APS_MANAGER: GetSystemAbility success
CST 2026-07-17 20:05:54.259  3857  3857 I C01406/OHOS::RS: RSLogManager init log flag: 0x0(0)
CST 2026-07-17 20:05:54.259  3857  3857 I C01406/OHOS::RS: RSFrameRateLinker::Create id: 16565688860672
CST 2026-07-17 20:05:54.259  3857  3857 I C04202/WMSMain: VsyncStation: id 16565688860674 created
CST 2026-07-17 20:05:54.259  3857  3857 I C04200/WindowSceneSessionImpl: WindowSceneSessionImpl: [WMSCom] Constructor e3vpnb0
CST 2026-07-17 20:05:54.259  3857  3857 E C04200/WMS: SetWindowType: permission denied!
CST 2026-07-17 20:05:54.259  3857  3857 I C0420a/WMSLife: Create: Window Create name:e3vpnb0, state:0, mode:0
CST 2026-07-17 20:05:54.340   611   615 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
CST 2026-07-17 20:05:54.341   611   615 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
CST 2026-07-17 20:05:54.342   727   727 E C01406/RSScreenManager: IsAllScreensPowerOff: screenPowerStatus_ is empty.
CST 2026-07-17 20:05:54.346  3857  3857 I C0420a/WMSLife: Create: SetIsAbilityHookOff 0
CST 2026-07-17 20:05:54.346  3857  3857 W C0420a/WMSLife: IsWindowSessionInvalid: already destroyed or not created! id: 0 state_: 0
CST 2026-07-17 20:05:54.346  3857  3857 W C04200/WindowSceneSessionImpl: AdjustWindowAnimationFlag: session invalid!
CST 2026-07-17 20:05:54.346  3857  3857 I C04200/WindowSceneSessionImpl: Remove window flag WINDOW_FLAG_SHOW_WHEN_LOCKED
CST 2026-07-17 20:05:54.346   142  1105 I C01800/SAMGR: SubscribeSA:1901,3857_26_1
CST 2026-07-17 20:05:54.346   142  1105 I C01800/SAMGR: NotifyAddSA:1901,3857_1
CST 2026-07-17 20:05:54.346  3857  3857 I C0420a/WMSLife: Connect: in
CST 2026-07-17 20:05:54.347  2205  2430 I C01406/OHOS::RS: RSSurfaceNode::Unmarshalling, Node: 16565688860674, Name: e3vpnb0
CST 2026-07-17 20:05:54.347  2205  2275 I C0420a/WMSLife: ConnectInner: [id: 31] state: 0,isTerminating:0, callingPid:3857, disableDelegator:0
CST 2026-07-17 20:05:54.347  3857  4315 I C04208/WMSLayout: NotifyAppHookWindowInfoUpdated: in
CST 2026-07-17 20:05:54.347  2205  2275 I C04217/WMSAttribute: GetAbilityColorMode: winId: 31, colorMode: , hasDarkRes: 0
