CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:29.814   728  4791 I C01357/ProcessMgr: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [AMSI2380]processName:cn.alfadb.netbird.e3vpna, isPreload:0
CST 2026-07-17 20:06:29.814   309   387 I C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(StartAppStartupPrereadWork):630] uid: 20020062 pid: 0 appStartupScene: cn.alfadb.netbird.e3vpna/cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.814   309   387 E C01700/RSS: [a92ab11ac5c1ed5, ce0961, c50b14] GetRealPath: get real path failed.
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(GetMonitorState):1128] failed to get real path, errno: 2
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(GetAvailableMonitor):1093] failed to get monitor: 0 state.
CST 2026-07-17 20:06:29.814   309   387 E C01700/RSS: [a92ab11ac5c1ed5, ce0961, c50b14] GetRealPath: get real path failed.
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(GetMonitorState):1128] failed to get real path, errno: 2
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(GetAvailableMonitor):1093] failed to get monitor: 1 state.
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(CheckAndBindMonitorBeforeWorkStart):1006] get invalid monitorIdx: -1
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(StartAppStartupPrereadWork):181] check workstate or bind monitor failed.
CST 2026-07-17 20:06:29.814   309   387 E C01705/EXACT_PREREAD: [a92ab11ac5c1ed5, ce0961, c50b14] [(ExecuteCommand):126] execute cmd:1 failed.
CST 2026-07-17 20:06:29.814   728   797 W C01311/AppMS: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [AMSI9922]caller token not SA
CST 2026-07-17 20:06:29.814   728   797 W C01364/UN: [a92ab11ac5c1ed5, 1b1865b, 306cbc0] [user_controller.cpp257]invalid user lock status: 1
CST 2026-07-17 20:06:29.814  2205  4282 I C0420a/WMSLife: [a92ab11ac5c1ed5, 306cbc0, 286f637] start ui ability sceneFlag:4 isRestart:0 pageConfig:0 retCode: 0
CST 2026-07-17 20:06:29.814  2205  2205 W C0393b/AceWindowScene: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] parentId:346, nodeId:347, sessionId:3
CST 2026-07-17 20:06:29.814  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScenePanel: [scenePanelCanvasStyles] set Scale to: 1
CST 2026-07-17 20:06:29.815  2205  2205 W A01a01/NC: [a92ab11ac5c1ed5, 750978, 182d8bc] DropdownPanelView: onStartSceneFromOtherEvent return. event: cn.alfadb.netbird.e3vpna isViewShowing:false
CST 2026-07-17 20:06:29.815  2205  2205 I A01b0a/GESTURE: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] AIBarView --> checkShowAiBar. isShowingAiBar:true
CST 2026-07-17 20:06:29.816  2205  2205 I A01b0a/GESTURE: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] aiBarViewData --> powerMode:600 thermalLevel:1 isEnterDeliver:false
CST 2026-07-17 20:06:29.816  2205  2205 E C03939/AceGeometryTransition: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] redundant node2445 has same geoid: navBarId
CST 2026-07-17 20:06:29.816   728  4791 I C05a01/ATM: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [GetKernelPermissions]TokenID=537033949.
CST 2026-07-17 20:06:29.817   728  4791 I C01311/AppMS: [a92ab11ac5c1ed5, 2e68466, 1b1865b] [AMSI5504]apl: normal, startFlags: 1099511627784, userId: 100
CST 2026-07-17 20:06:29.817  2359  2359 I A000ff/ThemeEngine: [a92ab11ac5c1ed5, b04175, 17727b9] EngineProxy --> Receiving IPC call with matched key sceneState
CST 2026-07-17 20:06:29.817  2359  2359 I A000ff/ThemeEngine: [a92ab11ac5c1ed5, b04175, 17727b9] EngineProxy --> onWindowScbStateChange preSceneState: 0, currentSceneState: 1
CST 2026-07-17 20:06:29.817   916  1463 I C04619/Common: [a92ab11ac5c1ed5, 34b427b, 37645a5] [common_event_receiver.cpp:54]HandleScenePanelStateEvent# HandleScenePanelStateEvent eventType: SCENE_PANEL_STATE_CHANGE.
CST 2026-07-17 20:06:29.818   916  1463 I C04619/Common: [a92ab11ac5c1ed5, 34b427b, 37645a5] [common_event_receiver.cpp:56]HandleScenePanelStateEvent# HandleScenePanelStateEvent state: 1.
CST 2026-07-17 20:06:29.818  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneContainer: issShowTransitionIconOrCard state is 0, isCombinationIcon:false
CST 2026-07-17 20:06:29.819  2205  2205 I C0392c/AceForEach: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] ForEachNode skip mark dirty. Id[2373], Ids.size[1]
CST 2026-07-17 20:06:29.819  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneContainer: isAnimSnapshotShow false, isShowContainerSnapshot.
CST 2026-07-17 20:06:29.820  2205  2205 W C0393b/AceWindowScene: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] parentId:2417, nodeId:2418, sessionId:30
CST 2026-07-17 20:06:29.821  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: WMUtils {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.822  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPM: onBlurTransitionActive blurScale:1 source:SCBScenePanel > startBlurAnimation leg 1 isForegroundBlurActive:false
CST 2026-07-17 20:06:29.822  2205  2205 W A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScenePanelSession: setBgBlurScale, blurScale: 0 to 1,caller function name: SCBScenePanel > startBlurAnimation leg 1
CST 2026-07-17 20:06:29.822  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] PerformanceReporter: exitScene:64, currentMemScene:33
CST 2026-07-17 20:06:29.822  2205  2205 I A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] RecentPanelViewModel: setScenePanelTouchableByNavigation is false, scenePanelState is 1 isTouchableByNavBar:false isTouchable:undefined
CST 2026-07-17 20:06:29.822  2205  2205 I A04204/WMSScb: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] setSessionTouchable:false this.sessionChangeCallback:undefined
CST 2026-07-17 20:06:29.823  2205  2205 I A04223/SCBMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] notifyForegroundInteractiveStatus, persistentId:30 interactive:true
CST 2026-07-17 20:06:29.823  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] ResetSessionInfoAfterStartUIAbility: in
CST 2026-07-17 20:06:29.823  2205  2275 I C04202/WMSMain: [a92ab11ac5c1ed5, 286f637, 182d8bc] Cold start, identityToken:1784289989810, bundleName:cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.823  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] ResetSessionConnectState: [id: 30] state: 0
CST 2026-07-17 20:06:29.823  2205  2275 I C0420c/WMSEvent: [a92ab11ac5c1ed5, 286f637, 182d8bc] SetCallingPid: id:30, -1
CST 2026-07-17 20:06:29.823  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] ResetIsActive: [id: 30] isActive: 0
CST 2026-07-17 20:06:29.823  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] UpdatePrivacyModeControlInfo: no need to update privacy mode control info
CST 2026-07-17 20:06:29.823  2205  2275 I C0420a/WMSLife: [a92ab11ac5c1ed5, 286f637, 182d8bc] RemoveRequestTaskInfo: persistentId:30, requestId:6, infoMap size:1, wantMap size:0
CST 2026-07-17 20:06:29.823  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: close formservice and managerview when fullscene
CST 2026-07-17 20:06:29.823  2205  2205 I A01b0a/GESTURE: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] FlowLightManager --> SCBSPVM updateFlowLightOpacity 1
CST 2026-07-17 20:06:29.823  2205  2205 I A01a00/SYS_UI: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OverlayStartAnimHelper: checkStartOverlayTransitionIn
CST 2026-07-17 20:06:29.823  2205  2205 E A01a00/SYS_UI: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OverlayStartAnimHelper: overlayCardInfo is invalid
CST 2026-07-17 20:06:29.823  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: resetStartingSceneFromPiP
CST 2026-07-17 20:06:29.823  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: Not SmartKey quickAccessMenu
CST 2026-07-17 20:06:29.823  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPVM: [SCBMain]onStartSceneFromOther !isActive call sceneContainerZoomIn
CST 2026-07-17 20:06:29.823  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBFloatManager: minimizeAllFloatContainer reason:minimizeAllFloatWindowFromFullScreen
CST 2026-07-17 20:06:29.824  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
CST 2026-07-17 20:06:29.824  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 1 to 0. reason: sceneContainerZoomIn, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.824  2205  2205 W A04202/WMSMain: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] add failed. EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1) already existed in array
CST 2026-07-17 20:06:29.824  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneRecentMissionManager: add id 30 to recentMissionIdSet
CST 2026-07-17 20:06:29.824  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPM: Remove container id: 1, 30
CST 2026-07-17 20:06:29.824  2205  2205 I A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] RecentDockRefreshAlarm: refresh recent dock: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.824  2205  2205 I A01b09/RECENT: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] RecentDockRefreshAlarm: start alarm recent dock: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.824  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: Add count 1, 1
CST 2026-07-17 20:06:29.824  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: Add count 1, 1
CST 2026-07-17 20:06:29.825  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: getTransitionCount from session 1, 2
CST 2026-07-17 20:06:29.825  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: getTransitionCount from animationMap 1, 2
CST 2026-07-17 20:06:29.825  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScenePanelAnimator: persistentId: 30 callerPersistentId: 0 activePersistentId: undefined
CST 2026-07-17 20:06:29.825   830   830 I C01409/APS_MANAGER: [a92ab11ac5c1ed5, 1a149f0, e9531f] SetScene pkgName = com.ohos.sceneboard, scene = START_APP_ANIMATION, state = 1
CST 2026-07-17 20:06:29.825   830   830 W C01409/APS_MANAGER: [a92ab11ac5c1ed5, 1a149f0, e9531f] FrameRateControl removeSceneInfo: unknow scene!
CST 2026-07-17 20:06:29.825  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: SCBScenePanelAnimator {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.825  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScenePanelAnimator: sceneContainerZoomIn
CST 2026-07-17 20:06:29.825  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: notifySceneTransitionIn isTransitionInFromOther: true
CST 2026-07-17 20:06:29.825  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBTM: isSameBundleName
CST 2026-07-17 20:06:29.825  2205  2205 I A0001b/AA: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OutSideWindowManager: globalSearchStatus: 0
CST 2026-07-17 20:06:29.825  2205  2205 I C03930/AceAnimation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] animateTo starts, dur:1000, curve:responsiveSpring(0.260,1.157,0.000), delay:50, cnt:56
CST 2026-07-17 20:06:29.826  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneContainer: issShowTransitionIconOrCard state is 0, isCombinationIcon:false
CST 2026-07-17 20:06:29.827  2205  2205 I C0392c/AceForEach: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] ForEachNode skip mark dirty. Id[2373], Ids.size[1]
CST 2026-07-17 20:06:29.827  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSceneContainer: isAnimSnapshotShow false, isShowContainerSnapshot.
CST 2026-07-17 20:06:29.827   728  4791 I C02c11/APPSPAWN_CLIENT: [a92ab11ac5c1ed5, 2e68466, 1b1865b] AppSpawnClientSendMsg reqId:33 msgLen:1912 fd:170 cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.827   165   165 I C02c11/APPSPAWN: connectionId:3 buffLen:1912
CST 2026-07-17 20:06:29.827   165   165 I C02c11/APPSPAWN: Recv msgHeader magic:0xef201234 type:0 id:33 len:1912 cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.828   165   165 E C02c11/APPSPAWN: [sandbox_core.cpp:1559]sandbox path already exist
CST 2026-07-17 20:06:29.828   165   165 E C02c11/APPSPAWN: [sandbox_core.cpp:1559]sandbox path already exist
CST 2026-07-17 20:06:29.828   165   165 E C02c11/APPSPAWN: [sandbox_core.cpp:1559]sandbox path already exist
CST 2026-07-17 20:06:29.828   165   165 E C02c11/APPSPAWN: [sandbox_core.cpp:1559]sandbox path already exist
CST 2026-07-17 20:06:29.828   165   165 E C02c11/APPSPAWN: [sandbox_core.cpp:1559]sandbox path already exist
CST 2026-07-17 20:06:29.828  2205  2205 W C0393b/AceWindowScene: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] parentId:2417, nodeId:2418, sessionId:30
CST 2026-07-17 20:06:29.828   165   165 I C02c11/APPSPAWN: AppSpawn msgId:33 msgLen:1912 tlvCount:7 processName:cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.828   165   165 I C02c11/APPSPAWN: cn.alfadb.netbird.e3vpna App flags 0x8 0x104
CST 2026-07-17 20:06:29.828   165   165 I C02c11/APPSPAWN: cn.alfadb.netbird.e3vpna App permission bits flags 0x0 0x0
CST 2026-07-17 20:06:29.828   165   165 I C02c11/APPSPAWN: uid:20020062 gid:20020062 count:2
CST 2026-07-17 20:06:29.828   165   165 I C02c11/APPSPAWN: cn.alfadb.netbird.e3vpna index:0 apl:normal hapFlags:0x0
CST 2026-07-17 20:06:29.828  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: WMUtils {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.828  2205  2205 I A01b0f/TE: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] WallpaperManager --> updateDeskTopWallpaperScale scale = 1.1;
CST 2026-07-17 20:06:29.829  2205  2205 I A0001b/AA: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OutSideWindowManager: globalSearchStatus: 0
CST 2026-07-17 20:06:29.829  2205  2205 W A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBDesktop --> onDesktopAnimateScaleChanged changeScale to 0.88, due to:onActive
CST 2026-07-17 20:06:29.829  2205  2205 I A0001b/AA: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OutSideWindowManager: globalSearchStatus: 0
CST 2026-07-17 20:06:29.829  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: SCBWindowRotateController {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.830  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [isNonHook] luoShuState: 0
CST 2026-07-17 20:06:29.830  2205  2205 E A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [needRotateWithFlowLight] no need add rotation
CST 2026-07-17 20:06:29.830  2205  2205 W A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [getRotatedScreenProperty] this.rotation: 0; getRotatedScreenProperty: {rect: [0, 0, 1320, 2856], rotation: 0}
CST 2026-07-17 20:06:29.830  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [startSceneWithRotationIfNeed] containerSession EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)needAnimation false isFromRecent false fromUser false isPageRotation false
CST 2026-07-17 20:06:29.830  4826  4826 I C02c11/APPSPAWN: AppSpawnChild id 32 flags:0xc
CST 2026-07-17 20:06:29.830  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [coverSensorRotation] cover sensor rotation.
CST 2026-07-17 20:06:29.830  4826  4826 I C02c02/PARAM: ResetParamSecurityLabel Fd:18
CST 2026-07-17 20:06:29.830  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCompatibilityModeController: [addInvertedPortraitOrientationIfNeeded] requestOrientation:undefined
CST 2026-07-17 20:06:29.830  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCompatibilityModeResourceManager: [isCurrentSupportAddInvertedPortraitOrientation] isSupportAddInvertedPortraitOrientation: false
CST 2026-07-17 20:06:29.830  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBCompatibilityModeResourceManager: [isNeedAddInvertedPortraitOrientation] current device status is not support adding inverted portrait orientation
CST 2026-07-17 20:06:29.830  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBScreenSM: screenRotationLocked value:true
CST 2026-07-17 20:06:29.830  2205  2205 W A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [getTargetRotation] bundleName:cn.alfadb.netbird.e3vpna requestOrientation:0 isScreenLocked:true isPlacedRotateFriendlyDevicePlaced:false fixedRotation: -1 rotationCommand: {"isIgnorePlacedState":false,"isFromDropDown":false}
CST 2026-07-17 20:06:29.830  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: targetOrientation does not belong to the userOrientation type
CST 2026-07-17 20:06:29.830  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [notifySupportRotationChange] container requestOrientation: 0 scene requestOrientation: 0
CST 2026-07-17 20:06:29.830  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [notifySupportRotationChange] displayId: 0 persistentId: 30 container: [true,false,false,false] scene: [true,false,false,false] reason: MultiWindowChangeOrientation
CST 2026-07-17 20:06:29.830  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSSM: notifySupportRotationChange
CST 2026-07-17 20:06:29.830  4826  4826 I C02d33/HitraceOption: FilterAppTrace cn.alfadb.netbird.e3vpna 4826
CST 2026-07-17 20:06:29.830  2205  2205 I C0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] OnNotifySupportRotationChange: persistentId: 30, container size: 4, scene size: 4
CST 2026-07-17 20:06:29.831  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [startSceneWithRotationIfNeed] before rotate with targetRotation=0, sensorRotation=0, currentScreenRotation=0, currentContainerRotation=0, tempRotation=, name=cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:29.831  2205  2205 I A0421d/WMSRotation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [rotateWindowPolicy] no need to rotate with same targetRotation
CST 2026-07-17 20:06:29.831  2205  2205 I A01b00/SCB: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] LuoShuStateManager --> getLuoShuStateInfo: SCBScreenSM {"luoShuState":0,"scenePanelState":1,"eventType":-1,"screenInfo":{"isLandscape":false,"foldState":1},"screenId":0,"holdingHandStatus":1}
CST 2026-07-17 20:06:29.831  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] scaleX from 1 to 0.035. reason: startOther, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.831  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] scaleY from 1 to 0.035. reason: startOther, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.831  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] translateY from 0 to -163.20000000000002. reason: startOther, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.831  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] StartAndExitUtil: get screenStateKey: F_portrait, responseType: 1, response: 0.3
CST 2026-07-17 20:06:29.831  2205  2205 W A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] WindowAnimation: [SCBAnimation] start animation with type ZOOM_IN param {"curve":{"__curveString":"responsive-spring-motion(0.300000,1.157000,0.000000)"}}
CST 2026-07-17 20:06:29.831  2205  2205 I C03930/AceAnimation: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] [(100000:100000:scope)] animateTo starts, dur:1000, curve:responsiveSpring(0.300,1.157,0.000), cnt:57
CST 2026-07-17 20:06:29.832  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /system/app/ArkWebCoreLegacy to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/system/app/ArkWebCoreLegacy
CST 2026-07-17 20:06:29.832  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /vendor/etc/hiai to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/vendor/etc/hiai
CST 2026-07-17 20:06:29.832  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /data/data/hiai to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/data/data/hiai
CST 2026-07-17 20:06:29.832  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] scaleX from 0.035 to 1. reason: onTransitionInactive, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.832  2205  2205 I A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] scaleY from 0.035 to 1. reason: onTransitionInactive, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.833  2205  2205 W A01b01/HOME: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSCS: [SCBSCS] translateY from -163.20000000000002 to 0. reason: onTransitionInactive, extra: EntryAbility/cn.alfadb.netbird.e3vpna/entry/0(persistentId: 30)(containerId: 1)
CST 2026-07-17 20:06:29.833  2205  2205 I A04200/WINDOW: [a92ab11ac5c1ed5, 182d8bc, 41d2cf] SCBSPM: onBlurTransitionActive blurScale:1 source:SCBScenePanel > sceneContainerZoomIn isForegroundBlurActive:false
CST 2026-07-17 20:06:29.833  2205  2256 I C01631/GaussPD: [a92ab11ac5c1ed5, 1f92db3, 182d8bc]  [0] [ADAPTER] [140486560946944] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.833  2205  2256 I C01631/GaussPD: [a92ab11ac5c1ed5, 1f92db3, 182d8bc]  [0] [ADAPTER] [140486560946944] Not support binlog_default.writeIndex file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.833  2205  2256 I C01631/GaussPD: [a92ab11ac5c1ed5, 1f92db3, 182d8bc]  [0] [ADAPTER] [140486560946944] Not support binlog_default.writeIndex file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.834  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /data/service/el1/public/themes/100/a/app to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/data/themes/a/app
CST 2026-07-17 20:06:29.834  4826  4826 W C02c11/APPSPAWN: errno:2 bind mount /data/service/el1/public/themes/100/b/app to /mnt/sandbox/100/cn.alfadb.netbird.e3vpna/data/themes/b/app
CST 2026-07-17 20:06:29.834  2205  2255 I C01631/GaussPD: [a92ab11ac5c1ed5, 2e0bb30, 182d8bc]  [0] [ADAPTER] [140486569347840] Not support binlog_default.writeLock file enable del monitor sysno = 25
CST 2026-07-17 20:06:29.834  2205  2255 I C01631/GaussPD: [a92ab11ac5c1ed5, 2e0bb30, 182d8bc]  [0] [ADAPTER] [140486569347840] Not support binlog_default.writeLock file enable del monitor sysno = 25
